"","ID","step","angle","time","lon","lat","tagtype","schedule","sex","age","altitude","t","date","m.state","m.year","ID2","year","x","y","min.step","Ordinal","residency.length","unique.site","residency.time","ID.site","states1"
"1223","AL-2020-01-2020",0.02,NA,2020-02-05 09:00:00,-87.1747742,32.0837517,"4g","Hybrid","m","juv",NA,"09:00","2020-02-05","AL","2020","AL-2020-01","2020",-87.1747742,32.0837517,0,36,1,1,21,"AL-2020-01-1-36",1
"1224","AL-2020-01-2020",0.07,2.8561759612814,2020-02-07 15:00:00,-87.1746674,32.0838776,"4g","Hybrid","m","juv",NA,"15:00","2020-02-07","AL","2020","AL-2020-01","2020",-87.1746674,32.0838776,0,38,3,1,21,"AL-2020-01-1-38",1
"1225","AL-2020-01-2020",0.66,2.80275324777488,2020-02-09 09:00:00,-87.1752853,32.0834694,"4g","Hybrid","m","juv",NA,"09:00","2020-02-09","AL","2020","AL-2020-01","2020",-87.1752853,32.0834694,0,40,5,1,21,"AL-2020-01-1-40",1
"1226","AL-2020-01-2020",0.59,3.09786240771188,2020-02-11 22:00:00,-87.168602,32.0853615,"4g","Hybrid","m","juv",NA,"22:00","2020-02-11","AL","2020","AL-2020-01","2020",-87.168602,32.0853615,0,42,7,1,21,"AL-2020-01-1-42",1
"1227","AL-2020-01-2020",0.09,0.409476298692073,2020-02-13 15:00:00,-87.174614,32.0839043,"4g","Hybrid","m","juv",NA,"15:00","2020-02-13","AL","2020","AL-2020-01","2020",-87.174614,32.0839043,0,44,9,1,21,"AL-2020-01-1-44",1
"1228","AL-2020-01-2020",0.48,1.93143372858241,2020-02-15 09:00:00,-87.1753845,32.0833664,"4g","Hybrid","m","juv",NA,"09:00","2020-02-15","AL","2020","AL-2020-01","2020",-87.1753845,32.0833664,0,46,11,1,21,"AL-2020-01-1-46",1
"1229","AL-2020-01-2020",0.5,3.09715508775222,2020-02-17 22:00:00,-87.1710052,32.0812149,"4g","Hybrid","m","juv",NA,"22:00","2020-02-17","AL","2020","AL-2020-01","2020",-87.1710052,32.0812149,0,48,13,1,21,"AL-2020-01-1-48",1
"1230","AL-2020-01-2020",0.01,0.567787423802843,2020-02-19 15:00:00,-87.1754379,32.083622,"4g","Hybrid","m","juv",NA,"15:00","2020-02-19","AL","2020","AL-2020-01","2020",-87.1754379,32.083622,0,50,15,1,21,"AL-2020-01-1-50",1
"1231","AL-2020-01-2020",0.54,2.42418368650508,2020-02-21 09:00:00,-87.1755142,32.083622,"4g","Hybrid","m","juv",NA,"09:00","2020-02-21","AL","2020","AL-2020-01","2020",-87.1755142,32.083622,0,52,17,1,21,"AL-2020-01-1-52",1
"1232","AL-2020-01-2020",0.56,2.9471540283507,2020-02-23 22:00:00,-87.1712418,32.0804482,"4g","Hybrid","m","juv",NA,"22:00","2020-02-23","AL","2020","AL-2020-01","2020",-87.1712418,32.0804482,0,54,19,1,21,"AL-2020-01-1-54",1
"1233","AL-2020-01-2020",0.13,1.96805630873933,2020-02-25 15:00:00,-87.1748505,32.0844154,"4g","Hybrid","m","juv",NA,"15:00","2020-02-25","AL","2020","AL-2020-01","2020",-87.1748505,32.0844154,0,56,21,1,21,"AL-2020-01-1-56",1
"1234","AL-2020-01-2020",776.56,-3.1221352818533,2020-02-27 09:00:00,-87.1755142,32.083416,"4g","Hybrid","m","juv",NA,"09:00","2020-02-27","AL","2020","AL-2020-01","2020",-87.1755142,32.083416,1,58,1,2,40,"AL-2020-01-2-58",2
"1235","AL-2020-01-2020",0.4,-2.07580295006676,2020-03-03 15:00:00,-82.9712524,38.1738892,"4g","Hybrid","m","juv",NA,"15:00","2020-03-03","AL","2020","AL-2020-01","2020",-82.9712524,38.1738892,0,63,6,2,40,"AL-2020-01-2-63",3
"1236","AL-2020-01-2020",0.06,2.92792136546202,2020-03-04 09:00:00,-82.9687958,38.1708679,"4g","Hybrid","m","juv",NA,"09:00","2020-03-04","AL","2020","AL-2020-01","2020",-82.9687958,38.1708679,0,64,7,2,40,"AL-2020-01-2-64",3
"1237","AL-2020-01-2020",0.21,-0.483390287844064,2020-03-05 15:00:00,-82.9690247,38.1713524,"4g","Hybrid","m","juv",NA,"15:00","2020-03-05","AL","2020","AL-2020-01","2020",-82.9690247,38.1713524,0,65,8,2,40,"AL-2020-01-2-65",3
"1238","AL-2020-01-2020",0.22,1.35358353855893,2020-03-06 09:00:00,-82.9687195,38.1732483,"4g","Hybrid","m","juv",NA,"09:00","2020-03-06","AL","2020","AL-2020-01","2020",-82.9687195,38.1732483,0,66,9,2,40,"AL-2020-01-2-66",3
"1239","AL-2020-01-2020",0.08,-2.06465736799997,2020-03-07 15:00:00,-82.9710693,38.173912,"4g","Hybrid","m","juv",NA,"15:00","2020-03-07","AL","2020","AL-2020-01","2020",-82.9710693,38.173912,0,67,10,2,40,"AL-2020-01-2-67",3
"1240","AL-2020-01-2020",0.37,-2.32781792044915,2020-03-08 14:00:00,-82.9703827,38.1744003,"4g","Hybrid","m","juv",NA,"15:00","2020-03-08","AL","2020","AL-2020-01","2020",-82.9703827,38.1744003,0,68,11,2,40,"AL-2020-01-2-68",3
"1241","AL-2020-01-2020",0.19,1.3128472013986,2020-03-31 08:00:00,-82.9704819,38.1710968,"4g","Hybrid","m","juv",NA,"09:00","2020-03-31","AL","2020","AL-2020-01","2020",-82.9704819,38.1710968,0,91,34,2,40,"AL-2020-01-2-91",3
"1242","AL-2020-01-2020",0.01,0.546859943499177,2020-04-02 14:00:00,-82.9683609,38.1706123,"4g","Hybrid","m","juv",NA,"15:00","2020-04-02","AL","2020","AL-2020-01","2020",-82.9683609,38.1706123,0,93,36,2,40,"AL-2020-01-2-93",3
"1243","AL-2020-01-2020",NA,NA,2020-04-06 14:00:00,-82.9682541,38.1706352,"4g","Hybrid","m","juv",NA,"15:00","2020-04-06","AL","2020","AL-2020-01","2020",-82.9682541,38.1706352,NA,97,40,2,40,"AL-2020-01-2-97",3
"1244","AL-2020-04-2020",0.51,NA,2020-02-04 09:00:00,-87.1527557,32.0798073,"4g","Night","m","ad",65,"09:00","2020-02-04","AL","2020","AL-2020-04","2020",-87.1527557,32.0798073,0,35,1,1,24,"AL-2020-04-1-35",1
"1245","AL-2020-04-2020",0.03,-2.56937800274092,2020-02-05 00:00:00,-87.1550064,32.0839539,"4g","Night","m","ad",56,"00:00","2020-02-05","AL","2020","AL-2020-04","2020",-87.1550064,32.0839539,0,36,2,1,24,"AL-2020-04-1-36",1
"1246","AL-2020-04-2020",0.55,3.0486380496561,2020-02-07 00:00:00,-87.1547241,32.0838013,"4g","Night","m","ad",53,"00:00","2020-02-07","AL","2020","AL-2020-04","2020",-87.1547241,32.0838013,0,38,4,1,24,"AL-2020-04-1-38",1
"1247","AL-2020-04-2020",0.22,-1.58389506653168,2020-02-09 00:00:00,-87.1593094,32.0868225,"4g","Night","m","ad",51,"00:00","2020-02-09","AL","2020","AL-2020-04","2020",-87.1593094,32.0868225,0,40,6,1,24,"AL-2020-04-1-40",1
"1248","AL-2020-04-2020",0.28,-3.08446962273353,2020-02-13 00:00:00,-87.1578522,32.0883827,"4g","Night","m","ad",68,"00:00","2020-02-13","AL","2020","AL-2020-04","2020",-87.1578522,32.0883827,0,44,10,1,24,"AL-2020-04-1-44",1
"1249","AL-2020-04-2020",0.1,-3.08937467191163,2020-02-15 00:00:00,-87.1595917,32.0862846,"4g","Night","m","ad",54,"00:00","2020-02-15","AL","2020","AL-2020-04","2020",-87.1595917,32.0862846,0,46,12,1,24,"AL-2020-04-1-46",1
"1250","AL-2020-04-2020",0.04,0.123336776854979,2020-02-17 00:00:00,-87.1590042,32.0870781,"4g","Night","m","ad",55,"00:00","2020-02-17","AL","2020","AL-2020-04","2020",-87.1590042,32.0870781,0,48,14,1,24,"AL-2020-04-1-48",1
"1251","AL-2020-04-2020",5.16,-2.65850694110706,2020-02-19 00:00:00,-87.1588211,32.08741,"4g","Night","m","ad",62,"00:00","2020-02-19","AL","2020","AL-2020-04","2020",-87.1588211,32.08741,0,50,16,1,24,"AL-2020-04-1-50",1
"1252","AL-2020-04-2020",5.15,-3.13869931300848,2020-02-21 00:00:00,-87.1564178,32.0409203,"4g","Night","m","ad",65,"00:00","2020-02-21","AL","2020","AL-2020-04","2020",-87.1564178,32.0409203,0,52,18,1,24,"AL-2020-04-1-52",1
"1253","AL-2020-04-2020",0.02,-0.847985443761804,2020-02-23 00:00:00,-87.1589737,32.0872841,"4g","Night","m","ad",21,"00:00","2020-02-23","AL","2020","AL-2020-04","2020",-87.1589737,32.0872841,0,54,20,1,24,"AL-2020-04-1-54",2
"1254","AL-2020-04-2020",0,2.37188409924152,2020-02-25 00:00:00,-87.1588211,32.08741,"4g","Night","m","ad",42,"00:00","2020-02-25","AL","2020","AL-2020-04","2020",-87.1588211,32.08741,0,56,22,1,24,"AL-2020-04-1-56",2
"1255","AL-2020-04-2020",0.03,0.743805776043473,2020-02-27 00:00:00,-87.1588516,32.08741,"4g","Night","m","ad",53,"00:00","2020-02-27","AL","2020","AL-2020-04","2020",-87.1588516,32.08741,0,58,24,1,24,"AL-2020-04-1-58",2
"1256","AL-2020-04-2020",738.03,-2.64718764445224,2020-02-29 00:00:00,-87.1590805,32.0872307,"4g","Night","m","ad",54,"00:00","2020-02-29","AL","2020","AL-2020-04","2020",-87.1590805,32.0872307,1,60,1,2,3,"AL-2020-04-2-60",2
"1257","AL-2020-04-2020",0.42,0.670278235865353,2020-03-02 00:00:00,-84.4078445,38.3455353,"4g","Night","m","ad",249,"00:00","2020-03-02","AL","2020","AL-2020-04","2020",-84.4078445,38.3455353,0,62,3,2,3,"AL-2020-04-2-62",2
"1258","AL-2020-04-2020",517.48,-0.256934340902908,2020-03-04 00:00:00,-84.4094315,38.3490944,"4g","Night","m","ad",255,"00:00","2020-03-04","AL","2020","AL-2020-04","2020",-84.4094315,38.3490944,1,64,1,3,103,"AL-2020-04-3-64",2
"1259","AL-2020-04-2020",0.1,-2.96381098831587,2020-03-07 23:00:00,-84.9207687,42.9927826,"4g","Night","m","ad",197,"23:00","2020-03-07","AL","2020","AL-2020-04","2020",-84.9207687,42.9927826,0,67,4,3,103,"AL-2020-04-3-67",3
"1260","AL-2020-04-2020",0.32,2.23887089512017,2020-03-09 23:00:00,-84.9204636,42.9919357,"4g","Night","m","ad",198,"00:00","2020-03-10","AL","2020","AL-2020-04","2020",-84.9204636,42.9919357,0,70,7,3,103,"AL-2020-04-3-70",3
"1261","AL-2020-04-2020",0.33,-3.12075451743128,2020-03-11 23:00:00,-84.9181061,42.9942398,"4g","Night","m","ad",212,"00:00","2020-03-12","AL","2020","AL-2020-04","2020",-84.9181061,42.9942398,0,72,9,3,103,"AL-2020-04-3-72",3
"1262","AL-2020-04-2020",0.01,1.66543534082946,2020-03-13 23:00:00,-84.9204636,42.9918327,"4g","Night","m","ad",209,"00:00","2020-03-14","AL","2020","AL-2020-04","2020",-84.9204636,42.9918327,0,74,11,3,103,"AL-2020-04-3-74",3
"1263","AL-2020-04-2020",0.01,-0.0692346961279682,2020-03-14 23:00:00,-84.9204102,42.9918098,"4g","Night","m","ad",143,"00:00","2020-03-15","AL","2020","AL-2020-04","2020",-84.9204102,42.9918098,0,75,12,3,103,"AL-2020-04-3-75",3
"1264","AL-2020-04-2020",0.01,2.8375517388865,2020-03-15 23:00:00,-84.9203568,42.9917831,"4g","Night","m","ad",194,"00:00","2020-03-16","AL","2020","AL-2020-04","2020",-84.9203568,42.9917831,0,76,13,3,103,"AL-2020-04-3-76",3
"1265","AL-2020-04-2020",0.03,0.158349620364706,2020-03-16 23:00:00,-84.9204102,42.9918327,"4g","Night","m","ad",202,"00:00","2020-03-17","AL","2020","AL-2020-04","2020",-84.9204102,42.9918327,0,77,14,3,103,"AL-2020-04-3-77",3
"1266","AL-2020-04-2020",0.03,-2.95718249084437,2020-03-17 23:00:00,-84.9207153,42.9920387,"4g","Night","m","ad",34,"00:00","2020-03-18","AL","2020","AL-2020-04","2020",-84.9207153,42.9920387,0,78,15,3,103,"AL-2020-04-3-78",3
"1267","AL-2020-04-2020",6.74,2.12135322459625,2020-03-18 23:00:00,-84.920433,42.991909,"4g","Night","m","ad",206,"00:00","2020-03-19","AL","2020","AL-2020-04","2020",-84.920433,42.991909,0,79,16,3,103,"AL-2020-04-3-79",3
"1268","AL-2020-04-2020",6.76,-3.14130444156975,2020-03-19 23:00:00,-84.9197159,43.0526085,"4g","Night","m","ad",243,"00:00","2020-03-20","AL","2020","AL-2020-04","2020",-84.9197159,43.0526085,0,80,17,3,103,"AL-2020-04-3-80",3
"1269","AL-2020-04-2020",0.01,-3.13321720464708,2020-03-21 23:00:00,-84.9204102,42.9917564,"4g","Night","m","ad",194,"00:00","2020-03-22","AL","2020","AL-2020-04","2020",-84.9204102,42.9917564,0,82,19,3,103,"AL-2020-04-3-82",3
"1270","AL-2020-04-2020",0.02,2.89014598900808,2020-03-22 23:00:00,-84.9204102,42.9918327,"4g","Night","m","ad",195,"00:00","2020-03-23","AL","2020","AL-2020-04","2020",-84.9204102,42.9918327,0,83,20,3,103,"AL-2020-04-3-83",3
"1271","AL-2020-04-2020",0.09,-3.03039210205891,2020-03-23 23:00:00,-84.9204636,42.9916801,"4g","Night","m","ad",233,"00:00","2020-03-24","AL","2020","AL-2020-04","2020",-84.9204636,42.9916801,0,84,21,3,103,"AL-2020-04-3-84",3
"1272","AL-2020-04-2020",0.05,-3.12943143041242,2020-03-24 23:00:00,-84.920311,42.9924736,"4g","Night","m","ad",34,"00:00","2020-03-25","AL","2020","AL-2020-04","2020",-84.920311,42.9924736,0,85,22,3,103,"AL-2020-04-3-85",3
"1273","AL-2020-04-2020",0.02,-0.0883142088185506,2020-03-25 23:00:00,-84.9203873,42.9920387,"4g","Night","m","ad",170,"00:00","2020-03-26","AL","2020","AL-2020-04","2020",-84.9203873,42.9920387,0,86,23,3,103,"AL-2020-04-3-86",3
"1274","AL-2020-04-2020",0,2.72683902455709,2020-03-26 23:00:00,-84.920433,42.9918861,"4g","Night","m","ad",197,"00:00","2020-03-27","AL","2020","AL-2020-04","2020",-84.920433,42.9918861,0,87,24,3,103,"AL-2020-04-3-87",3
"1275","AL-2020-04-2020",0.02,1.14232098250736,2020-03-27 23:00:00,-84.9204102,42.991909,"4g","Night","m","ad",196,"00:00","2020-03-28","AL","2020","AL-2020-04","2020",-84.9204102,42.991909,0,88,25,3,103,"AL-2020-04-3-88",3
"1276","AL-2020-04-2020",0.02,-3.14159147416812,2020-03-28 23:00:00,-84.9205093,42.9920387,"4g","Night","m","ad",184,"00:00","2020-03-29","AL","2020","AL-2020-04","2020",-84.9205093,42.9920387,0,89,26,3,103,"AL-2020-04-3-89",3
"1277","AL-2020-04-2020",0.01,-2.08196635070933,2020-03-29 23:00:00,-84.9204102,42.991909,"4g","Night","m","ad",187,"00:00","2020-03-30","AL","2020","AL-2020-04","2020",-84.9204102,42.991909,0,90,27,3,103,"AL-2020-04-3-90",3
"1278","AL-2020-04-2020",0.02,2.71518987500503,2020-03-30 23:00:00,-84.9205093,42.991909,"4g","Night","m","ad",205,"00:00","2020-03-31","AL","2020","AL-2020-04","2020",-84.9205093,42.991909,0,91,28,3,103,"AL-2020-04-3-91",3
"1279","AL-2020-04-2020",0.02,2.80043369056137,2020-03-31 23:00:00,-84.9202805,42.9918327,"4g","Night","m","ad",155,"00:00","2020-04-01","AL","2020","AL-2020-04","2020",-84.9202805,42.9918327,0,92,29,3,103,"AL-2020-04-3-92",3
"1280","AL-2020-04-2020",0,2.3383586581182,2020-04-01 23:00:00,-84.9204636,42.9919624,"4g","Night","m","ad",184,"00:00","2020-04-02","AL","2020","AL-2020-04","2020",-84.9204636,42.9919624,0,93,30,3,103,"AL-2020-04-3-93",3
"1281","AL-2020-04-2020",0.02,-2.07934364369359,2020-04-02 23:00:00,-84.9204636,42.9919357,"4g","Night","m","ad",198,"00:00","2020-04-03","AL","2020","AL-2020-04","2020",-84.9204636,42.9919357,0,94,31,3,103,"AL-2020-04-3-94",3
"1282","AL-2020-04-2020",0.03,3.05204829412073,2020-04-03 23:00:00,-84.9207153,42.9920387,"4g","Night","m","ad",187,"00:00","2020-04-04","AL","2020","AL-2020-04","2020",-84.9207153,42.9920387,0,95,32,3,103,"AL-2020-04-3-95",3
"1283","AL-2020-04-2020",0.03,-2.87184228304547,2020-04-04 23:00:00,-84.9204102,42.9918861,"4g","Night","m","ad",200,"00:00","2020-04-05","AL","2020","AL-2020-04","2020",-84.9204102,42.9918861,0,96,33,3,103,"AL-2020-04-3-96",3
"1284","AL-2020-04-2020",0,0.32834098805802,2020-04-05 23:00:00,-84.9207153,42.9919624,"4g","Night","m","ad",196,"00:00","2020-04-06","AL","2020","AL-2020-04","2020",-84.9207153,42.9919624,0,97,34,3,103,"AL-2020-04-3-97",3
"1285","AL-2020-04-2020",0.03,3.03367007580044,2020-04-06 23:00:00,-84.9207687,42.9919624,"4g","Night","m","ad",204,"00:00","2020-04-07","AL","2020","AL-2020-04","2020",-84.9207687,42.9919624,0,98,35,3,103,"AL-2020-04-3-98",3
"1286","AL-2020-04-2020",0.02,3.11020742246529,2020-04-07 23:00:00,-84.920433,42.9919357,"4g","Night","m","ad",201,"00:00","2020-04-08","AL","2020","AL-2020-04","2020",-84.920433,42.9919357,0,99,36,3,103,"AL-2020-04-3-99",3
"1287","AL-2020-04-2020",0.02,2.92800512436162,2020-04-08 23:00:00,-84.9206924,42.9919624,"4g","Night","m","ad",191,"00:00","2020-04-09","AL","2020","AL-2020-04","2020",-84.9206924,42.9919624,0,100,37,3,103,"AL-2020-04-3-100",3
"1288","AL-2020-04-2020",0,-1.77783764684228,2020-04-09 23:00:00,-84.9204102,42.9918861,"4g","Night","m","ad",204,"00:00","2020-04-10","AL","2020","AL-2020-04","2020",-84.9204102,42.9918861,0,101,38,3,103,"AL-2020-04-3-101",3
"1289","AL-2020-04-2020",0.04,0.0618674959638492,2020-04-10 23:00:00,-84.920433,42.9918594,"4g","Night","m","ad",201,"00:00","2020-04-11","AL","2020","AL-2020-04","2020",-84.920433,42.9918594,0,102,39,3,103,"AL-2020-04-3-102",3
"1290","AL-2020-04-2020",0.05,3.12755291100155,2020-04-11 23:00:00,-84.9206619,42.9915504,"4g","Night","m","ad",185,"00:00","2020-04-12","AL","2020","AL-2020-04","2020",-84.9206619,42.9915504,0,103,40,3,103,"AL-2020-04-3-103",3
"1291","AL-2020-04-2020",0.01,-2.79735064772669,2020-04-12 23:00:00,-84.9203873,42.991909,"4g","Night","m","ad",212,"00:00","2020-04-13","AL","2020","AL-2020-04","2020",-84.9203873,42.991909,0,104,41,3,103,"AL-2020-04-3-104",3
"1292","AL-2020-04-2020",0.01,-2.97372543687368,2020-04-13 23:00:00,-84.9204102,42.9918098,"4g","Night","m","ad",203,"00:00","2020-04-14","AL","2020","AL-2020-04","2020",-84.9204102,42.9918098,0,105,42,3,103,"AL-2020-04-3-105",3
"1293","AL-2020-04-2020",0.01,3.14159265358979,2020-04-14 23:00:00,-84.9204102,42.9918861,"4g","Night","m","ad",205,"00:00","2020-04-15","AL","2020","AL-2020-04","2020",-84.9204102,42.9918861,0,106,43,3,103,"AL-2020-04-3-106",3
"1294","AL-2020-04-2020",0.01,-2.83974639734202,2020-04-16 23:00:00,-84.9204102,42.9917831,"4g","Night","m","ad",203,"00:00","2020-04-17","AL","2020","AL-2020-04","2020",-84.9204102,42.9917831,0,108,45,3,103,"AL-2020-04-3-108",3
"1295","AL-2020-04-2020",0.01,-2.35290642968311,2020-04-18 23:00:00,-84.9204636,42.991909,"4g","Night","m","ad",214,"00:00","2020-04-19","AL","2020","AL-2020-04","2020",-84.9204636,42.991909,0,110,47,3,103,"AL-2020-04-3-110",3
"1296","AL-2020-04-2020",0.03,2.48400383413633,2020-04-20 23:00:00,-84.9203339,42.9918594,"4g","Night","m","ad",200,"00:00","2020-04-21","AL","2020","AL-2020-04","2020",-84.9203339,42.9918594,0,112,49,3,103,"AL-2020-04-3-112",3
"1297","AL-2020-04-2020",0.04,2.95712960160172,2020-04-22 23:00:00,-84.9204636,42.9920654,"4g","Night","m","ad",220,"00:00","2020-04-23","AL","2020","AL-2020-04","2020",-84.9204636,42.9920654,0,114,51,3,103,"AL-2020-04-3-114",3
"1298","AL-2020-04-2020",0.01,2.89311204487687,2020-04-24 23:00:00,-84.9203568,42.9917564,"4g","Night","m","ad",196,"00:00","2020-04-25","AL","2020","AL-2020-04","2020",-84.9203568,42.9917564,0,116,53,3,103,"AL-2020-04-3-116",3
"1299","AL-2020-04-2020",2.19,-2.96746761085319,2020-04-26 23:00:00,-84.9203568,42.9918327,"4g","Night","m","ad",205,"00:00","2020-04-27","AL","2020","AL-2020-04","2020",-84.9203568,42.9918327,0,118,55,3,103,"AL-2020-04-3-118",3
"1300","AL-2020-04-2020",2.2,-3.1410010194731,2020-04-28 23:00:00,-84.9157028,42.9724045,"4g","Night","m","ad",208,"00:00","2020-04-29","AL","2020","AL-2020-04","2020",-84.9157028,42.9724045,0,120,57,3,103,"AL-2020-04-3-120",3
"1301","AL-2020-04-2020",0.21,-0.43975510843415,2020-05-01 23:00:00,-84.9203873,42.9918861,"4g","Night","m","ad",202,"00:00","2020-05-02","AL","2020","AL-2020-04","2020",-84.9203873,42.9918861,0,123,60,3,103,"AL-2020-04-3-123",3
"1302","AL-2020-04-2020",0.22,3.14043071597518,2020-05-05 14:00:00,-84.9197159,42.9937019,"4g","Night","m","ad",202,"15:00","2020-05-05","AL","2020","AL-2020-04","2020",-84.9197159,42.9937019,0,126,63,3,103,"AL-2020-04-3-126",3
"1303","AL-2020-04-2020",0.07,-1.12956400012536,2020-05-09 23:00:00,-84.9204102,42.9918327,"4g","Night","m","ad",199,"00:00","2020-05-10","AL","2020","AL-2020-04","2020",-84.9204102,42.9918327,0,131,68,3,103,"AL-2020-04-3-131",3
"1304","AL-2020-04-2020",2.13,1.5889816212584,2020-05-13 14:00:00,-84.9212036,42.9917297,"4g","Night","m","ad",203,"15:00","2020-05-13","AL","2020","AL-2020-04","2020",-84.9212036,42.9917297,0,134,71,3,103,"AL-2020-04-3-134",3
"1305","AL-2020-04-2020",2.28,3.06763156188247,2020-05-17 23:00:00,-84.9161835,42.9728889,"4g","Night","m","ad",211,"00:00","2020-05-18","AL","2020","AL-2020-04","2020",-84.9161835,42.9728889,0,139,76,3,103,"AL-2020-04-3-139",3
"1306","AL-2020-04-2020",2.31,3.14097287717089,2020-05-21 14:00:00,-84.9195099,42.9932671,"4g","Night","m","ad",72,"15:00","2020-05-21","AL","2020","AL-2020-04","2020",-84.9195099,42.9932671,0,142,79,3,103,"AL-2020-04-3-142",3
"1307","AL-2020-04-2020",2.33,3.13959524968129,2020-05-25 23:00:00,-84.9161606,42.9726334,"4g","Night","m","ad",210,"00:00","2020-05-26","AL","2020","AL-2020-04","2020",-84.9161606,42.9726334,0,147,84,3,103,"AL-2020-04-3-147",3
"1308","AL-2020-04-2020",0.14,-1.04885201010571,2020-05-29 14:00:00,-84.919487,42.9934731,"4g","Night","m","ad",200,"15:00","2020-05-29","AL","2020","AL-2020-04","2020",-84.919487,42.9934731,0,150,87,3,103,"AL-2020-04-3-150",3
"1309","AL-2020-04-2020",0.21,-2.98052526446453,2020-06-02 23:00:00,-84.918129,42.9942131,"4g","Night","m","ad",203,"00:00","2020-06-03","AL","2020","AL-2020-04","2020",-84.918129,42.9942131,0,155,92,3,103,"AL-2020-04-3-155",3
"1310","AL-2020-04-2020",2.26,1.39323926799989,2020-06-06 14:00:00,-84.9199219,42.9928589,"4g","Night","m","ad",190,"15:00","2020-06-06","AL","2020","AL-2020-04","2020",-84.9199219,42.9928589,0,158,95,3,103,"AL-2020-04-3-158",3
"1311","AL-2020-04-2020",2.25,-3.07667772041946,2020-06-10 23:00:00,-84.9037476,42.9762955,"4g","Night","m","ad",233,"00:00","2020-06-11","AL","2020","AL-2020-04","2020",-84.9037476,42.9762955,0,163,100,3,103,"AL-2020-04-3-163",3
"1312","AL-2020-04-2020",NA,NA,2020-06-14 14:00:00,-84.9212265,42.9919357,"4g","Night","m","ad",212,"15:00","2020-06-14","AL","2020","AL-2020-04","2020",-84.9212265,42.9919357,NA,166,103,3,103,"AL-2020-04-3-166",3
"1313","AL-2020-05-2020",4.23,NA,2020-02-04 09:00:00,-87.2100983,32.0979576,"4g","Night","m","ad",20,"09:00","2020-02-04","AL","2020","AL-2020-05","2020",-87.2100983,32.0979576,0,35,1,1,4,"AL-2020-05-1-35",1
"1314","AL-2020-05-2020",4.14,-3.13105648941911,2020-02-05 00:00:00,-87.1668625,32.0880508,"4g","Night","m","ad",62,"00:00","2020-02-05","AL","2020","AL-2020-05","2020",-87.1668625,32.0880508,0,36,2,1,4,"AL-2020-05-1-36",1
"1315","AL-2020-05-2020",0.07,-0.463581835969969,2020-02-07 00:00:00,-87.2093811,32.0973701,"4g","Night","m","ad",96,"00:00","2020-02-07","AL","2020","AL-2020-05","2020",-87.2093811,32.0973701,0,38,4,1,4,"AL-2020-05-1-38",2
"1316","AL-2020-05-2020",274.22,-0.406321289397165,2020-02-09 00:00:00,-87.2099686,32.097805,"4g","Night","m","ad",25,"00:00","2020-02-09","AL","2020","AL-2020-05","2020",-87.2099686,32.097805,1,40,1,2,1,"AL-2020-05-2-40",2
"1317","AL-2020-05-2020",17.91,2.00915361465222,2020-02-11 00:00:00,-88.5021286,34.3189888,"4g","Night","m","ad",98,"00:00","2020-02-11","AL","2020","AL-2020-05","2020",-88.5021286,34.3189888,1,42,1,3,3,"AL-2020-05-3-42",2
"1318","AL-2020-05-2020",0.02,1.023626670212,2020-02-13 00:00:00,-88.624855,34.193779,"4g","Night","m","ad",82,"00:00","2020-02-13","AL","2020","AL-2020-05","2020",-88.624855,34.193779,0,44,3,3,3,"AL-2020-05-3-44",2
"1319","AL-2020-05-2020",575.68,-3.08976336865249,2020-02-15 00:00:00,-88.6247787,34.1935997,"4g","Night","m","ad",87,"00:00","2020-02-15","AL","2020","AL-2020-05","2020",-88.6247787,34.1935997,1,46,1,4,26,"AL-2020-05-4-46",2
"1320","AL-2020-05-2020",2.27,-0.386754311954224,2020-02-17 00:00:00,-91.1578979,38.9626999,"4g","Night","m","ad",225,"00:00","2020-02-17","AL","2020","AL-2020-05","2020",-91.1578979,38.9626999,0,48,3,4,26,"AL-2020-05-4-48",2
"1321","AL-2020-05-2020",0.86,-2.61449950522057,2020-02-19 00:00:00,-91.1580276,38.9831047,"4g","Night","m","ad",202,"00:00","2020-02-19","AL","2020","AL-2020-05","2020",-91.1580276,38.9831047,0,50,5,4,26,"AL-2020-05-4-50",2
"1322","AL-2020-05-2020",1.56,-0.799399078800371,2020-02-21 00:00:00,-91.1530075,38.9764481,"4g","Night","m","ad",213,"00:00","2020-02-21","AL","2020","AL-2020-05","2020",-91.1530075,38.9764481,0,52,7,4,26,"AL-2020-05-4-52",2
"1323","AL-2020-05-2020",0.12,-3.09297974384105,2020-02-23 00:00:00,-91.1577759,38.9628563,"4g","Night","m","ad",226,"00:00","2020-02-23","AL","2020","AL-2020-05","2020",-91.1577759,38.9628563,0,54,9,4,26,"AL-2020-05-4-54",2
"1324","AL-2020-05-2020",0.2,-1.92885438800404,2020-02-25 00:00:00,-91.1574631,38.9639549,"4g","Night","m","ad",229,"00:00","2020-02-25","AL","2020","AL-2020-05","2020",-91.1574631,38.9639549,0,56,11,4,26,"AL-2020-05-4-56",2
"1325","AL-2020-05-2020",2.23,1.80639837963903,2020-02-27 00:00:00,-91.1555481,38.9629822,"4g","Night","m","ad",225,"00:00","2020-02-27","AL","2020","AL-2020-05","2020",-91.1555481,38.9629822,0,58,13,4,26,"AL-2020-05-4-58",2
