"","ID","step","angle","time","lon","lat","tagtype","schedule","sex","age","altitude","t","date","m.state","m.year","ID2","year","x","y","min.step","Ordinal","residency.length","unique.site","residency.time","ID.site","states1"
"3963","MD-2021-18-2021",0.32,2.98540259594685,2021-03-04 00:00:00,-75.9478912,38.4233589,"4g-",NA,"m","juv",NA,"00:00","2021-03-04","MD","2021","MD-2021-18","2021",-75.9478912,38.4233589,0,63,21,1,25,"MD-2021-18-1-63",1
"3964","MD-2021-18-2021",0.32,3.13049418214788,2021-03-05 12:00:00,-75.944664,38.4219513,"4g-",NA,"m","juv",NA,"12:00","2021-03-05","MD","2021","MD-2021-18","2021",-75.944664,38.4219513,0,64,22,1,25,"MD-2021-18-1-64",1
"3965","MD-2021-18-2021",0.32,3.12269815448842,2021-03-07 00:00:00,-75.9478683,38.4233856,"4g-",NA,"m","juv",NA,"00:00","2021-03-07","MD","2021","MD-2021-18","2021",-75.9478683,38.4233856,0,66,24,1,25,"MD-2021-18-1-66",1
"3966","MD-2021-18-2021",0.32,-3.12065294472947,2021-03-08 12:00:00,-75.9446945,38.4219017,"4g-",NA,"m","juv",NA,"12:00","2021-03-08","MD","2021","MD-2021-18","2021",-75.9446945,38.4219017,0,67,25,1,25,"MD-2021-18-1-67",1
"3967","MD-2021-18-2021",393.79,-1.46041313793072,2021-03-10 00:00:00,-75.9479141,38.423336,"4g-",NA,"m","juv",NA,"00:00","2021-03-10","MD","2021","MD-2021-18","2021",-75.9479141,38.423336,1,69,1,2,10,"MD-2021-18-2-69",2
"3968","MD-2021-18-2021",0.17,2.89440631816483,2021-03-11 12:00:00,-74.0860825,41.6686707,"4g-",NA,"m","juv",NA,"12:00","2021-03-11","MD","2021","MD-2021-18","2021",-74.0860825,41.6686707,0,70,2,2,10,"MD-2021-18-2-70",2
"3969","MD-2021-18-2021",0.16,-3.01558047997247,2021-03-13 00:00:00,-74.0873566,41.6674194,"4g-",NA,"m","juv",NA,"00:00","2021-03-13","MD","2021","MD-2021-18","2021",-74.0873566,41.6674194,0,72,4,2,10,"MD-2021-18-2-72",2
"3970","MD-2021-18-2021",0.14,-2.88050775516534,2021-03-17 11:00:00,-74.0863876,41.6686707,"4g-",NA,"m","juv",NA,"12:00","2021-03-17","MD","2021","MD-2021-18","2021",-74.0863876,41.6686707,0,76,8,2,10,"MD-2021-18-2-76",2
"3971","MD-2021-18-2021",0.48,-1.6164686277539,2021-03-18 23:00:00,-74.0868225,41.667469,"4g-",NA,"m","juv",NA,"00:00","2021-03-19","MD","2021","MD-2021-18","2021",-74.0868225,41.667469,0,78,10,2,10,"MD-2021-18-2-78",2
"3972","MD-2021-18-2021",150.94,-1.92628551655394,2021-03-20 11:00:00,-74.0923538,41.6688004,"4g-",NA,"m","juv",NA,"12:00","2021-03-20","MD","2021","MD-2021-18","2021",-74.0923538,41.6688004,1,79,1,3,1,"MD-2021-18-3-79",2
"3973","MD-2021-18-2021",736.7,-0.46732377967869,2021-03-21 23:00:00,-72.9534,42.7316,"4g-",NA,"m","juv",NA,"00:00","2021-03-22","MD","2021","MD-2021-18","2021",-72.9534,42.7316,1,81,1,4,1,"MD-2021-18-4-81",2
"3974","MD-2021-18-2021",133.66,-0.198969916778068,2021-03-23 11:00:00,-64.4426,45.2316,"4g-",NA,"m","juv",NA,"12:00","2021-03-23","MD","2021","MD-2021-18","2021",-64.4426,45.2316,1,82,1,5,3,"MD-2021-18-5-82",2
"3975","MD-2021-18-2021",3.38,-2.20107311625123,2021-03-24 23:00:00,-62.7806,45.5035,"4g-",NA,"m","juv",NA,"00:00","2021-03-25","MD","2021","MD-2021-18","2021",-62.7806,45.5035,0,84,3,5,3,"MD-2021-18-5-84",2
"3976","MD-2021-18-2021",47.93,-1.4283898068242,2021-03-27 23:00:00,-62.7970963,45.4754181,"4g-",NA,"m","juv",NA,"00:00","2021-03-28","MD","2021","MD-2021-18","2021",-62.7970963,45.4754181,1,87,1,6,1,"MD-2021-18-6-87",2
"3977","MD-2021-18-2021",23.45,-0.0715305606745906,2021-03-30 23:00:00,-63.3921661,45.5803528,"4g-",NA,"m","juv",NA,"00:00","2021-03-31","MD","2021","MD-2021-18","2021",-63.3921661,45.5803528,1,90,1,7,19,"MD-2021-18-7-90",2
"3978","MD-2021-18-2021",0.81,-0.642064625433957,2021-04-01 11:00:00,-63.6776314,45.6465797,"4g-",NA,"m","juv",NA,"12:00","2021-04-01","MD","2021","MD-2021-18","2021",-63.6776314,45.6465797,0,91,2,7,19,"MD-2021-18-7-91",2
"3979","MD-2021-18-2021",0.79,-3.13761588120559,2021-04-02 23:00:00,-63.6835709,45.6525688,"4g-",NA,"m","juv",NA,"00:00","2021-04-03","MD","2021","MD-2021-18","2021",-63.6835709,45.6525688,0,93,4,7,19,"MD-2021-18-7-93",2
"3980","MD-2021-18-2021",0.23,2.748662625403,2021-04-04 11:00:00,-63.6777344,45.6467323,"4g-",NA,"m","juv",NA,"12:00","2021-04-04","MD","2021","MD-2021-18","2021",-63.6777344,45.6467323,0,94,5,7,19,"MD-2021-18-7-94",2
"3981","MD-2021-18-2021",0.24,-2.85227326888567,2021-04-05 23:00:00,-63.6783752,45.6487541,"4g-",NA,"m","juv",NA,"00:00","2021-04-06","MD","2021","MD-2021-18","2021",-63.6783752,45.6487541,0,96,7,7,19,"MD-2021-18-7-96",2
"3982","MD-2021-18-2021",0.22,-3.13992390850982,2021-04-07 11:00:00,-63.6768913,45.6468849,"4g-",NA,"m","juv",NA,"12:00","2021-04-07","MD","2021","MD-2021-18","2021",-63.6768913,45.6468849,0,97,8,7,19,"MD-2021-18-7-97",2
"3983","MD-2021-18-2021",0.01,1.57320401222576,2021-04-08 23:00:00,-63.678299,45.6486511,"4g-",NA,"m","juv",NA,"00:00","2021-04-09","MD","2021","MD-2021-18","2021",-63.678299,45.6486511,0,99,10,7,19,"MD-2021-18-7-99",2
"3984","MD-2021-18-2021",0.53,-1.4038041866416,2021-04-11 23:00:00,-63.6784248,45.6486015,"4g-",NA,"m","juv",NA,"00:00","2021-04-12","MD","2021","MD-2021-18","2021",-63.6784248,45.6486015,0,102,13,7,19,"MD-2021-18-7-102",2
"3985","MD-2021-18-2021",1.55,-2.58181445956887,2021-04-14 23:00:00,-63.6827278,45.6523399,"4g-",NA,"m","juv",NA,"00:00","2021-04-15","MD","2021","MD-2021-18","2021",-63.6827278,45.6523399,0,105,16,7,19,"MD-2021-18-7-105",2
"3986","MD-2021-18-2021",1.63,-3.13134936293991,2021-04-16 11:00:00,-63.6639862,45.6478081,"4g-",NA,"m","juv",NA,"12:00","2021-04-16","MD","2021","MD-2021-18","2021",-63.6639862,45.6478081,0,106,17,7,19,"MD-2021-18-7-106",2
"3987","MD-2021-18-2021",8.06,1.58987006141425,2021-04-17 23:00:00,-63.6838264,45.6524429,"4g-",NA,"m","juv",NA,"00:00","2021-04-18","MD","2021","MD-2021-18","2021",-63.6838264,45.6524429,0,108,19,7,19,"MD-2021-18-7-108",2
"3988","MD-2021-18-2021",72.88,-0.102731998919383,2021-04-23 23:00:00,-63.7145996,45.5832176,"4g-",NA,"m","juv",NA,"00:00","2021-04-24","MD","2021","MD-2021-18","2021",-63.7145996,45.5832176,1,114,1,8,52,"MD-2021-18-8-114",2
"3989","MD-2021-18-2021",3.7,0.407101705279362,2021-04-26 23:00:00,-64.0789413,44.9799805,"4g-",NA,"m","juv",NA,"00:00","2021-04-27","MD","2021","MD-2021-18","2021",-64.0789413,44.9799805,0,117,4,8,52,"MD-2021-18-8-117",2
"3990","MD-2021-18-2021",3.72,-3.1378820012327,2021-04-28 11:00:00,-64.0788574,44.9467278,"4g-",NA,"m","juv",NA,"12:00","2021-04-28","MD","2021","MD-2021-18","2021",-64.0788574,44.9467278,0,118,5,8,52,"MD-2021-18-8-118",3
"3991","MD-2021-18-2021",3.72,3.13770707832292,2021-04-29 23:00:00,-64.0791168,44.9801865,"4g-",NA,"m","juv",NA,"00:00","2021-04-30","MD","2021","MD-2021-18","2021",-64.0791168,44.9801865,0,120,7,8,52,"MD-2021-18-8-120",3
"3992","MD-2021-18-2021",3.74,3.05781205114711,2021-05-01 11:00:00,-64.0790405,44.9466743,"4g-",NA,"m","juv",NA,"12:00","2021-05-01","MD","2021","MD-2021-18","2021",-64.0790405,44.9466743,0,121,8,8,52,"MD-2021-18-8-121",3
"3993","MD-2021-18-2021",3.17,-3.11735853170589,2021-05-02 23:00:00,-64.0751495,44.9802094,"4g-",NA,"m","juv",NA,"00:00","2021-05-03","MD","2021","MD-2021-18","2021",-64.0751495,44.9802094,0,123,10,8,52,"MD-2021-18-8-123",3
"3994","MD-2021-18-2021",0.06,-2.38407302038029,2021-05-27 11:00:00,-64.0774765,44.9517174,"4g-",NA,"m","juv",NA,"12:00","2021-05-27","MD","2021","MD-2021-18","2021",-64.0774765,44.9517174,0,147,34,8,52,"MD-2021-18-8-147",3
"3995","MD-2021-18-2021",0.01,-1.35229849456901,2021-06-02 11:00:00,-64.0779648,44.9521294,"4g-",NA,"m","juv",NA,"12:00","2021-06-02","MD","2021","MD-2021-18","2021",-64.0779648,44.9521294,0,153,40,8,52,"MD-2021-18-8-153",3
"3996","MD-2021-18-2021",0.01,2.22350400869391,2021-06-08 11:00:00,-64.0779114,44.952179,"4g-",NA,"m","juv",NA,"12:00","2021-06-08","MD","2021","MD-2021-18","2021",-64.0779114,44.952179,0,159,46,8,52,"MD-2021-18-8-159",3
"3997","MD-2021-18-2021",NA,NA,2021-06-14 11:00:00,-64.0780411,44.952179,"4g-",NA,"m","juv",NA,"12:00","2021-06-14","MD","2021","MD-2021-18","2021",-64.0780411,44.952179,NA,165,52,8,52,"MD-2021-18-8-165",3
"3998","MD-2021-19-2021",2.18,NA,2021-02-12 12:00:00,-75.9225998,38.4264336,"4g-",NA,"m","juv",NA,"12:00","2021-02-12","MD","2021","MD-2021-19","2021",-75.9225998,38.4264336,0,43,1,1,16,"MD-2021-19-1-43",1
"3999","MD-2021-19-2021",2.22,-3.04219158149084,2021-02-15 12:00:00,-75.8994293,38.4338036,"4g-",NA,"m","juv",NA,"12:00","2021-02-15","MD","2021","MD-2021-19","2021",-75.8994293,38.4338036,0,46,4,1,16,"MD-2021-19-1-46",1
"4000","MD-2021-19-2021",0.19,-2.24124991215167,2021-02-17 00:00:00,-75.9219055,38.424511,"4g-",NA,"m","juv",NA,"00:00","2021-02-17","MD","2021","MD-2021-19","2021",-75.9219055,38.424511,0,48,6,1,16,"MD-2021-19-1-48",1
"4001","MD-2021-19-2021",2.11,-0.960555655806114,2021-02-20 00:00:00,-75.9215,38.4262,"4g-",NA,"m","juv",NA,"00:00","2021-02-20","MD","2021","MD-2021-19","2021",-75.9215,38.4262,0,51,9,1,16,"MD-2021-19-1-51",1
"4002","MD-2021-19-2021",0.04,-0.989815125064247,2021-02-21 12:00:00,-75.8995,38.434,"4g-",NA,"m","juv",NA,"12:00","2021-02-21","MD","2021","MD-2021-19","2021",-75.8995,38.434,0,52,10,1,16,"MD-2021-19-1-52",1
"4003","MD-2021-19-2021",0.09,2.1081252132798,2021-02-24 12:00:00,-75.8991,38.4338,"4g-",NA,"m","juv",NA,"12:00","2021-02-24","MD","2021","MD-2021-19","2021",-75.8991,38.4338,0,55,13,1,16,"MD-2021-19-1-55",1
"4004","MD-2021-19-2021",2.23,2.08709788220001,2021-02-27 12:00:00,-75.8990707,38.434597,"4g-",NA,"m","juv",NA,"12:00","2021-02-27","MD","2021","MD-2021-19","2021",-75.8990707,38.434597,0,58,16,1,16,"MD-2021-19-1-58",1
"4005","MD-2021-19-2021",561.43,-2.87015300868252,2021-03-01 00:00:00,-75.9216537,38.4251785,"4g-",NA,"m","juv",NA,"00:00","2021-03-01","MD","2021","MD-2021-19","2021",-75.9216537,38.4251785,1,60,1,2,1,"MD-2021-19-2-60",2
"4006","MD-2021-19-2021",47.4,2.04067556262636,2021-03-04 00:00:00,-71.0197906,41.8042221,"4g-",NA,"m","juv",NA,"00:00","2021-03-04","MD","2021","MD-2021-19","2021",-71.0197906,41.8042221,1,63,1,3,20,"MD-2021-19-3-63",2
"4007","MD-2021-19-2021",0.02,-1.68053338715853,2021-03-07 00:00:00,-71.5583344,41.946125,"4g-",NA,"m","juv",NA,"00:00","2021-03-07","MD","2021","MD-2021-19","2021",-71.5583344,41.946125,0,66,4,3,20,"MD-2021-19-3-66",2
"4008","MD-2021-19-2021",0.2,-0.0364804541310814,2021-03-08 12:00:00,-71.5582352,41.9462776,"4g-",NA,"m","juv",NA,"12:00","2021-03-08","MD","2021","MD-2021-19","2021",-71.5582352,41.9462776,0,67,5,3,20,"MD-2021-19-3-67",2
"4009","MD-2021-19-2021",0.23,-3.09003737303,2021-03-10 00:00:00,-71.557106,41.9478645,"4g-",NA,"m","juv",NA,"00:00","2021-03-10","MD","2021","MD-2021-19","2021",-71.557106,41.9478645,0,69,7,3,20,"MD-2021-19-3-69",2
"4010","MD-2021-19-2021",0.22,3.11738243303144,2021-03-11 12:00:00,-71.5582581,41.946022,"4g-",NA,"m","juv",NA,"12:00","2021-03-11","MD","2021","MD-2021-19","2021",-71.5582581,41.946022,0,70,8,3,20,"MD-2021-19-3-70",2
"4011","MD-2021-19-2021",0.22,3.12221735945991,2021-03-13 00:00:00,-71.5570831,41.9477882,"4g-",NA,"m","juv",NA,"00:00","2021-03-13","MD","2021","MD-2021-19","2021",-71.5570831,41.9477882,0,72,10,3,20,"MD-2021-19-3-72",2
"4012","MD-2021-19-2021",0.32,3.02375805068485,2021-03-14 11:00:00,-71.5583344,41.9459953,"4g-",NA,"m","juv",NA,"12:00","2021-03-14","MD","2021","MD-2021-19","2021",-71.5583344,41.9459953,0,73,11,3,20,"MD-2021-19-3-73",2
"4013","MD-2021-19-2021",0.31,-3.13588133737783,2021-03-15 23:00:00,-71.5561371,41.9484024,"4g-",NA,"m","juv",NA,"00:00","2021-03-16","MD","2021","MD-2021-19","2021",-71.5561371,41.9484024,0,75,13,3,20,"MD-2021-19-3-75",2
"4014","MD-2021-19-2021",0.02,-2.43757213388821,2021-03-17 11:00:00,-71.5582352,41.9460754,"4g-",NA,"m","juv",NA,"12:00","2021-03-17","MD","2021","MD-2021-19","2021",-71.5582352,41.9460754,0,76,14,3,20,"MD-2021-19-3-76",2
"4015","MD-2021-19-2021",0.2,-0.609487806693627,2021-03-20 11:00:00,-71.5582581,41.946228,"4g-",NA,"m","juv",NA,"12:00","2021-03-20","MD","2021","MD-2021-19","2021",-71.5582581,41.946228,0,79,17,3,20,"MD-2021-19-3-79",2
"4016","MD-2021-19-2021",0.22,-3.07495177896365,2021-03-21 23:00:00,-71.5570831,41.9478416,"4g-",NA,"m","juv",NA,"00:00","2021-03-22","MD","2021","MD-2021-19","2021",-71.5570831,41.9478416,0,81,19,3,20,"MD-2021-19-3-81",2
"4017","MD-2021-19-2021",0.31,3.10923331762646,2021-03-23 11:00:00,-71.5582047,41.946022,"4g-",NA,"m","juv",NA,"12:00","2021-03-23","MD","2021","MD-2021-19","2021",-71.5582047,41.946022,0,82,20,3,20,"MD-2021-19-3-82",2
"4018","MD-2021-19-2021",308.64,0.726074258957455,2021-03-24 23:00:00,-71.5565414,41.9485054,"4g-",NA,"m","juv",NA,"00:00","2021-03-25","MD","2021","MD-2021-19","2021",-71.5565414,41.9485054,1,84,1,4,82,"MD-2021-19-4-84",2
"4019","MD-2021-19-2021",0.77,-1.43238971617101,2021-03-26 11:00:00,-72.5651855,44.6271095,"4g-",NA,"m","juv",NA,"12:00","2021-03-26","MD","2021","MD-2021-19","2021",-72.5651855,44.6271095,0,85,2,4,82,"MD-2021-19-4-85",3
"4020","MD-2021-19-2021",0.34,1.8008586310186,2021-03-29 11:00:00,-72.5562973,44.6297989,"4g-",NA,"m","juv",NA,"12:00","2021-03-29","MD","2021","MD-2021-19","2021",-72.5562973,44.6297989,0,88,5,4,82,"MD-2021-19-4-88",3
"4021","MD-2021-19-2021",0.33,-3.11262595578782,2021-03-30 23:00:00,-72.5588379,44.6322823,"4g-",NA,"m","juv",NA,"00:00","2021-03-31","MD","2021","MD-2021-19","2021",-72.5588379,44.6322823,0,90,7,4,82,"MD-2021-19-4-90",3
"4022","MD-2021-19-2021",0.04,-2.42811751981545,2021-04-01 11:00:00,-72.5562515,44.6299019,"4g-",NA,"m","juv",NA,"12:00","2021-04-01","MD","2021","MD-2021-19","2021",-72.5562515,44.6299019,0,91,8,4,82,"MD-2021-19-4-91",3
"4023","MD-2021-19-2021",0.08,-2.94413434023533,2021-04-02 23:00:00,-72.5567856,44.6299782,"4g-",NA,"m","juv",NA,"00:00","2021-04-03","MD","2021","MD-2021-19","2021",-72.5567856,44.6299782,0,93,10,4,82,"MD-2021-19-4-93",3
"4024","MD-2021-19-2021",1.28,0.492300250040554,2021-04-04 11:00:00,-72.5557632,44.6299782,"4g-",NA,"m","juv",NA,"12:00","2021-04-04","MD","2021","MD-2021-19","2021",-72.5557632,44.6299782,0,94,11,4,82,"MD-2021-19-4-94",3
"4025","MD-2021-19-2021",1.71,-3.12937746475605,2021-04-13 11:00:00,-72.5415268,44.6354294,"4g-",NA,"m","juv",NA,"12:00","2021-04-13","MD","2021","MD-2021-19","2021",-72.5415268,44.6354294,0,103,20,4,82,"MD-2021-19-4-103",3
"4026","MD-2021-19-2021",0.04,0.790643932365562,2021-04-14 23:00:00,-72.5603485,44.628006,"4g-",NA,"m","juv",NA,"00:00","2021-04-15","MD","2021","MD-2021-19","2021",-72.5603485,44.628006,0,105,22,4,82,"MD-2021-19-4-105",3
"4027","MD-2021-19-2021",0.09,-2.7047394370817,2021-04-17 23:00:00,-72.5605011,44.6276207,"4g-",NA,"m","juv",NA,"00:00","2021-04-18","MD","2021","MD-2021-19","2021",-72.5605011,44.6276207,0,108,25,4,82,"MD-2021-19-4-108",3
"4028","MD-2021-19-2021",1.72,-1.2615821468633,2021-04-23 23:00:00,-72.5606766,44.6283913,"4g-",NA,"m","juv",NA,"00:00","2021-04-24","MD","2021","MD-2021-19","2021",-72.5606766,44.6283913,0,114,31,4,82,"MD-2021-19-4-114",3
"4029","MD-2021-19-2021",1.57,2.98879915790441,2021-04-25 11:00:00,-72.5413513,44.6354065,"4g-",NA,"m","juv",NA,"12:00","2021-04-25","MD","2021","MD-2021-19","2021",-72.5413513,44.6354065,0,115,32,4,82,"MD-2021-19-4-115",3
"4030","MD-2021-19-2021",0.37,1.14953134649069,2021-04-28 11:00:00,-72.560112,44.6310005,"4g-",NA,"m","juv",NA,"12:00","2021-04-28","MD","2021","MD-2021-19","2021",-72.560112,44.6310005,0,118,35,4,82,"MD-2021-19-4-118",3
"4031","MD-2021-19-2021",1.77,2.17363069136235,2021-04-29 23:00:00,-72.5606003,44.6276474,"4g-",NA,"m","juv",NA,"00:00","2021-04-30","MD","2021","MD-2021-19","2021",-72.5606003,44.6276474,0,120,37,4,82,"MD-2021-19-4-120",3
"4032","MD-2021-19-2021",1.77,-3.140357563989,2021-05-01 11:00:00,-72.541069,44.6352501,"4g-",NA,"m","juv",NA,"12:00","2021-05-01","MD","2021","MD-2021-19","2021",-72.541069,44.6352501,0,121,38,4,82,"MD-2021-19-4-121",3
"4033","MD-2021-19-2021",0.53,-2.34835280074887,2021-05-02 23:00:00,-72.5606003,44.6276207,"4g-",NA,"m","juv",NA,"00:00","2021-05-03","MD","2021","MD-2021-19","2021",-72.5606003,44.6276207,0,123,40,4,82,"MD-2021-19-4-123",3
"4034","MD-2021-19-2021",0.44,-3.08492394773776,2021-05-04 11:00:00,-72.5587845,44.6321793,"4g-",NA,"m","juv",NA,"12:00","2021-05-04","MD","2021","MD-2021-19","2021",-72.5587845,44.6321793,0,124,41,4,82,"MD-2021-19-4-124",3
"4035","MD-2021-19-2021",1.61,2.23255120823739,2021-05-05 23:00:00,-72.5599899,44.6283379,"4g-",NA,"m","juv",NA,"00:00","2021-05-06","MD","2021","MD-2021-19","2021",-72.5599899,44.6283379,0,126,43,4,82,"MD-2021-19-4-126",3
"4036","MD-2021-19-2021",1.68,-3.11082926432905,2021-05-07 11:00:00,-72.541687,44.63451,"4g-",NA,"m","juv",NA,"12:00","2021-05-07","MD","2021","MD-2021-19","2021",-72.541687,44.63451,0,127,44,4,82,"MD-2021-19-4-127",3
"4037","MD-2021-19-2021",0.68,-1.01295932435318,2021-05-08 23:00:00,-72.5605774,44.6276207,"4g-",NA,"m","juv",NA,"00:00","2021-05-09","MD","2021","MD-2021-19","2021",-72.5605774,44.6276207,0,129,46,4,82,"MD-2021-19-4-129",3
"4038","MD-2021-19-2021",9.02,-1.10034724156176,2021-05-10 11:00:00,-72.5679245,44.6307716,"4g-",NA,"m","juv",NA,"12:00","2021-05-10","MD","2021","MD-2021-19","2021",-72.5679245,44.6307716,0,130,47,4,82,"MD-2021-19-4-130",3
"4039","MD-2021-19-2021",8.64,-2.90035015095201,2021-05-11 23:00:00,-72.5599136,44.7117424,"4g-",NA,"m","juv",NA,"00:00","2021-05-12","MD","2021","MD-2021-19","2021",-72.5599136,44.7117424,0,132,49,4,82,"MD-2021-19-4-132",3
"4040","MD-2021-19-2021",1.65,-1.2520475795586,2021-05-13 11:00:00,-72.5414047,44.6351242,"4g-",NA,"m","juv",NA,"12:00","2021-05-13","MD","2021","MD-2021-19","2021",-72.5414047,44.6351242,0,133,50,4,82,"MD-2021-19-4-133",3
"4041","MD-2021-19-2021",0.93,1.32968110616725,2021-05-14 23:00:00,-72.5597076,44.6281586,"4g-",NA,"m","juv",NA,"00:00","2021-05-15","MD","2021","MD-2021-19","2021",-72.5597076,44.6281586,0,135,52,4,82,"MD-2021-19-4-135",3
"4042","MD-2021-19-2021",1.4,-2.55045540741321,2021-05-16 11:00:00,-72.5568161,44.620018,"4g-",NA,"m","juv",NA,"12:00","2021-05-16","MD","2021","MD-2021-19","2021",-72.5568161,44.620018,0,136,53,4,82,"MD-2021-19-4-136",3
"4043","MD-2021-19-2021",1.42,-3.12826299315577,2021-05-17 23:00:00,-72.5699234,44.6284142,"4g-",NA,"m","juv",NA,"00:00","2021-05-18","MD","2021","MD-2021-19","2021",-72.5699234,44.6284142,0,138,55,4,82,"MD-2021-19-4-138",3
"4044","MD-2021-19-2021",0.44,-1.26781860006602,2021-05-19 11:00:00,-72.556427,44.6199951,"4g-",NA,"m","juv",NA,"12:00","2021-05-19","MD","2021","MD-2021-19","2021",-72.556427,44.6199951,0,139,56,4,82,"MD-2021-19-4-139",3
"4045","MD-2021-19-2021",3.04,2.92783579268403,2021-05-21 11:00:00,-72.5586548,44.6163826,"4g-",NA,"m","juv",NA,"12:00","2021-05-21","MD","2021","MD-2021-19","2021",-72.5586548,44.6163826,0,141,58,4,82,"MD-2021-19-4-141",3
"4046","MD-2021-19-2021",0.21,-2.45470317916791,2021-05-27 11:00:00,-72.5361023,44.6385269,"4g-",NA,"m","juv",NA,"12:00","2021-05-27","MD","2021","MD-2021-19","2021",-72.5361023,44.6385269,0,147,64,4,82,"MD-2021-19-4-147",3
"4047","MD-2021-19-2021",0.35,-1.24257388227954,2021-06-02 11:00:00,-72.5359497,44.6366577,"4g-",NA,"m","juv",NA,"12:00","2021-06-02","MD","2021","MD-2021-19","2021",-72.5359497,44.6366577,0,153,70,4,82,"MD-2021-19-4-153",3
"4048","MD-2021-19-2021",0.01,1.80442269246849,2021-06-08 11:00:00,-72.5399933,44.6354828,"4g-",NA,"m","juv",NA,"12:00","2021-06-08","MD","2021","MD-2021-19","2021",-72.5399933,44.6354828,0,159,76,4,82,"MD-2021-19-4-159",3
"4049","MD-2021-19-2021",NA,NA,2021-06-14 11:00:00,-72.5399399,44.6354294,"4g-",NA,"m","juv",NA,"12:00","2021-06-14","MD","2021","MD-2021-19","2021",-72.5399399,44.6354294,NA,165,82,4,82,"MD-2021-19-4-165",3
"4050","MD-2021-20-2021",0.51,NA,2021-02-12 12:00:00,-75.9274,38.4229,"4g-",NA,"m","ad",NA,"12:00","2021-02-12","MD","2021","MD-2021-20","2021",-75.9274,38.4229,0,43,1,1,22,"MD-2021-20-1-43",1
"4051","MD-2021-20-2021",0.62,2.90089599402559,2021-02-15 12:00:00,-75.9305,38.419,"4g-",NA,"m","ad",NA,"12:00","2021-02-15","MD","2021","MD-2021-20","2021",-75.9305,38.419,0,46,4,1,22,"MD-2021-20-1-46",1
"4052","MD-2021-20-2021",0.24,2.87937248807859,2021-02-17 00:00:00,-75.9254,38.4229,"4g-",NA,"m","ad",NA,"00:00","2021-02-17","MD","2021","MD-2021-20","2021",-75.9254,38.4229,0,48,6,1,22,"MD-2021-20-1-48",1
"4053","MD-2021-20-2021",0.12,-2.38574575015236,2021-02-20 00:00:00,-75.9277954,38.4218483,"4g-",NA,"m","ad",NA,"00:00","2021-02-20","MD","2021","MD-2021-20","2021",-75.9277954,38.4218483,0,51,9,1,22,"MD-2021-20-1-51",1
"4054","MD-2021-20-2021",0.02,-0.74571823854201,2021-02-21 12:00:00,-75.9273834,38.4228745,"4g-",NA,"m","ad",NA,"12:00","2021-02-21","MD","2021","MD-2021-20","2021",-75.9273834,38.4228745,0,52,10,1,22,"MD-2021-20-1-52",1
"4055","MD-2021-20-2021",3.68,-0.624249828265401,2021-02-23 00:00:00,-75.9271545,38.4229774,"4g-",NA,"m","ad",NA,"00:00","2021-02-23","MD","2021","MD-2021-20","2021",-75.9271545,38.4229774,0,54,12,1,22,"MD-2021-20-1-54",1
"4056","MD-2021-20-2021",3.53,-3.13992477760783,2021-02-24 12:00:00,-75.8852768,38.4194946,"4g-",NA,"m","ad",NA,"12:00","2021-02-24","MD","2021","MD-2021-20","2021",-75.8852768,38.4194946,0,55,13,1,22,"MD-2021-20-1-55",1
"4057","MD-2021-20-2021",0.01,2.32212806545426,2021-02-26 00:00:00,-75.9254913,38.4227715,"4g-",NA,"m","ad",NA,"00:00","2021-02-26","MD","2021","MD-2021-20","2021",-75.9254913,38.4227715,0,57,15,1,22,"MD-2021-20-1-57",1
"4058","MD-2021-20-2021",0.04,-2.68893646709159,2021-03-01 00:00:00,-75.9253922,38.4226685,"4g-",NA,"m","ad",NA,"00:00","2021-03-01","MD","2021","MD-2021-20","2021",-75.9253922,38.4226685,0,60,18,1,22,"MD-2021-20-1-60",1
"4059","MD-2021-20-2021",0.09,-0.299798550331985,2021-03-04 00:00:00,-75.9257736,38.422821,"4g-",NA,"m","ad",NA,"00:00","2021-03-04","MD","2021","MD-2021-20","2021",-75.9257736,38.422821,0,63,21,1,22,"MD-2021-20-1-63",1
"4060","MD-2021-20-2021",0.08,2.89981430811121,2021-03-05 12:00:00,-75.9265137,38.4233856,"4g-",NA,"m","ad",NA,"12:00","2021-03-05","MD","2021","MD-2021-20","2021",-75.9265137,38.4233856,0,64,22,1,22,"MD-2021-20-1-64",1
"4061","MD-2021-20-2021",199.26,2.36717232691675,2021-03-07 00:00:00,-75.9260254,38.4227715,"4g-",NA,"m","ad",NA,"00:00","2021-03-07","MD","2021","MD-2021-20","2021",-75.9260254,38.4227715,1,66,1,2,7,"MD-2021-20-2-66",2
"4062","MD-2021-20-2021",0.03,0.146820226208361,2021-03-13 00:00:00,-75.4260101,40.1749649,"4g-",NA,"m","ad",NA,"00:00","2021-03-13","MD","2021","MD-2021-20","2021",-75.4260101,40.1749649,0,72,7,2,7,"MD-2021-20-2-72",2
"4063","MD-2021-20-2021",29.25,0.235815314764015,2021-03-17 11:00:00,-75.4259872,40.1752205,"4g-",NA,"m","ad",NA,"12:00","2021-03-17","MD","2021","MD-2021-20","2021",-75.4259872,40.1752205,1,76,1,3,3,"MD-2021-20-3-76",2
