event_id,primary_step_state,primary_point_state,nesting_attempt
36143805779,Step state: Summer,Point state: Summer,Not nesting
36187663490,Step state: Summer,Point state: Summer,Not nesting
36187663491,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663492,Step state: Summer,Point state: Summer,Not nesting
36187663493,Step state: Summer,Point state: Summer,Not nesting
36187663494,Step state: Summer,Point state: Summer,Not nesting
36187663495,Step state: Summer,Point state: Summer,Not nesting
36187663496,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663498,Step state: Summer,Point state: Summer,Not nesting
36187663499,Step state: Summer,Point state: Summer,Not nesting
36187663500,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663502,Step state: Migratory (fall),Point state: Summer,Not nesting
36187663503,Step state: Summer,Point state: Summer,Not nesting
36187663504,Step state: Summer,Point state: Summer,Not nesting
36187663505,Step state: Summer,Point state: Summer,Not nesting
36187663506,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663507,Step state: Summer,Point state: Summer,Not nesting
36187663508,Step state: Summer,Point state: Summer,Not nesting
36187663509,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663510,Step state: Summer,Point state: Summer,Not nesting
36187663511,Step state: Summer,Point state: Summer,Not nesting
36187663512,Step state: Migratory (fall),Point state: Summer,Not nesting
36187663513,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663514,Step state: Summer,Point state: Summer,Not nesting
36187663515,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663516,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663517,Step state: Summer,Point state: Summer,Not nesting
36187663518,Step state: Summer,Point state: Summer,Not nesting
36187663519,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663520,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663521,Step state: Summer,Point state: Summer,Not nesting
36187663522,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663523,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663524,Step state: Summer,Point state: Summer,Not nesting
36187663525,Step state: Summer,Point state: Summer,Not nesting
36187663526,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36187663527,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742074,Step state: Summer,Point state: Summer,Not nesting
36309742075,Step state: Summer,Point state: Summer,Not nesting
36309742076,Step state: Summer,Point state: Summer,Not nesting
36309742077,Step state: Summer,Point state: Summer,Not nesting
36309742078,Step state: Migratory (fall),Point state: Summer,Not nesting
36309742079,Step state: Migratory (fall),Point state: Summer,Not nesting
36309742080,Step state: Migratory (fall),Point state: Summer,Not nesting
36309742081,Step state: Migratory (fall),Point state: Summer,Not nesting
36309742082,Step state: Summer,Point state: Summer,Not nesting
36309742083,Step state: Summer,Point state: Summer,Not nesting
36309742084,Step state: Migratory (fall),Point state: Summer,Not nesting
36309742085,Step state: Migratory (fall),Point state: Summer,Not nesting
36309742086,Step state: Summer,Point state: Summer,Not nesting
36309742087,Step state: Migratory (fall),Point state: Summer,Not nesting
36309742088,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742089,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742090,Step state: Summer,Point state: Summer,Not nesting
36309742091,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742092,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742093,Step state: Migratory (fall),Point state: Summer,Not nesting
36309742094,Step state: Summer,Point state: Summer,Not nesting
36309742095,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742096,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742097,Step state: Migratory (fall),Point state: Summer,Not nesting
36309742098,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742099,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742100,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742101,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742102,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742103,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742104,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742105,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742106,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742107,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742108,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742109,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742110,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742111,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742112,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742113,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742114,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742115,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742116,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742117,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742118,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742119,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742120,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742122,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742123,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742124,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742125,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742126,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742127,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742128,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742129,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742130,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742131,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742132,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742133,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742134,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36309742135,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056323,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056324,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056325,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056326,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056327,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056328,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056329,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056330,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056332,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056333,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056334,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056335,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056336,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056337,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056338,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056339,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056341,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056342,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056343,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056344,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056345,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056346,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056347,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056349,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056350,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056351,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056352,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056353,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056354,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056355,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056357,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056358,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056359,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056360,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056361,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056362,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056363,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056365,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056366,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056367,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056368,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056369,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056370,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056371,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056372,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056373,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056374,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056376,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056377,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056378,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056379,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056380,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056381,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056382,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056384,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056385,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056386,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056387,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056388,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056389,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056390,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056391,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056392,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056393,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056395,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056396,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056397,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056398,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056399,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056400,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056401,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056403,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056404,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056405,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056406,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056407,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056408,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056409,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056410,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056411,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056413,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056414,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056415,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056416,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056417,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056418,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056419,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056421,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056422,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056423,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056424,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056425,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056426,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056427,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056428,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056429,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056431,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056432,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056433,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056434,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056435,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056436,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056437,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056438,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056439,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056440,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056441,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056442,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056443,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056444,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056445,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056447,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056448,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056449,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056450,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056451,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056452,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056454,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056455,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056456,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056457,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056458,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056459,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056460,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056461,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056462,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056463,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056465,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056466,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056467,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056468,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056469,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056470,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056472,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056473,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056474,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056475,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056476,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056477,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056478,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056480,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056481,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056482,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056483,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056484,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056486,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056487,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056489,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056490,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056491,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056492,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36338056493,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950678,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950679,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950680,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950681,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950682,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950683,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950684,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950685,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950686,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950687,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950688,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950689,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950690,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950691,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950692,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950694,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950695,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950696,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950697,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950698,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950699,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950700,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950701,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950702,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950704,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950705,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950706,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950707,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950708,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950709,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950710,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950712,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950713,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950714,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950715,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950716,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950717,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950718,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950719,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950720,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950722,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950723,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950724,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950725,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950726,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950727,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950728,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950731,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950732,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950733,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950734,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950735,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950736,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950737,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950738,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950740,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950741,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950742,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950743,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950744,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950745,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950746,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950748,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950749,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950751,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950752,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950753,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950755,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950756,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950757,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950758,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950759,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950760,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950762,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950763,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950764,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950766,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950767,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950768,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950769,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950770,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950771,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950773,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950775,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950776,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950777,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950778,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950779,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36355950780,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458417,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458418,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458419,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458420,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458421,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458422,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458423,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458425,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458426,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458427,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458428,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458429,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458430,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458432,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458433,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458434,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458435,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458436,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458437,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458438,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458439,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458440,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458442,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458443,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458444,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458445,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458446,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458447,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458448,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458449,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458451,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458452,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458453,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458454,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458455,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458456,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458457,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458460,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458461,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458462,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458463,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458464,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458465,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458466,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458467,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458468,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458470,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458471,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458472,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458473,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458474,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458475,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458476,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458479,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458480,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458481,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458482,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458483,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458484,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458485,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458486,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458488,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458489,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458490,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458491,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458492,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458493,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
36380458496,Step state: Migratory (fall),Point state: Migratory (fall),Not nesting
